id,description,md5,foxdog,hexdigits,lorem,punctuation,zebra
4970,"add the word apples after every word in the string then reverse the order of words in the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string",dff29e25c6e845bc5487cd47595dd3e4,ApPlEs dOg ApPlEs lAzY ApPlEs a aPpLeS OvEr aPpLeS JuMpS ApPlEs fOx aPpLeS BrOwN ApPlEs qUiCk aPpLeS ThE,ApPlEs 0123456789aBcDeFABCDEF,"ApPlEs lAbOrUm ApPlEs eSt aPpLeS Id aPpLeS AnIm aPpLeS MoLlIt aPpLeS DeSeRuNt aPpLeS OfFiCiA ApPlEs qUi aPpLeS CuLpA ApPlEs iN ApPlEs sUnT ApPlEs pRoIdEnT, aPpLeS NoN ApPlEs cUpIdAtAt aPpLeS OcCaEcAt aPpLeS SiNt aPpLeS ExCePtEuR ApPlEs pArIaTuR aPpLeS NuLlA ApPlEs fUgIaT ApPlEs eU ApPlEs dOlOrE ApPlEs cIlLuM ApPlEs eSsE ApPlEs vElIt aPpLeS VoLuPtAtE ApPlEs iN ApPlEs rEpReHeNdErIt aPpLeS In aPpLeS DoLoR ApPlEs iRuRe aPpLeS AuTe aPpLeS DuIs aPpLeS CoNsEqUaT aPpLeS CoMmOdO ApPlEs eA ApPlEs eX ApPlEs aLiQuIp aPpLeS Ut aPpLeS NiSi aPpLeS LaBoRiS ApPlEs uLlAmCo aPpLeS ExErCiTaTiOn aPpLeS NoStRuD ApPlEs qUiS ApPlEs vEnIaM, aPpLeS MiNiM ApPlEs aD ApPlEs eNiM ApPlEs UT ApPlEs aLiQuA aPpLeS MaGnA ApPlEs dOlOrE ApPlEs eT ApPlEs lAbOrE ApPlEs uT ApPlEs iNcIdIdUnT ApPlEs tEmPoR ApPlEs eIuSmOd aPpLeS Do aPpLeS SeD ApPlEs eLiT, aPpLeS AdIpIsCiNg aPpLeS CoNsEcTeTuR ApPlEs aMeT, aPpLeS SiT ApPlEs dOlOr aPpLeS IpSuM ApPlEs LOrEm","ApPlEs ""#$%&'()*+,-/:;<=>@[\]^_`{|}~",ApPlEs vEx ApPlEs zEbRaS ApPlEs jUmPiNg aPpLeS DaFt aPpLeS QuIcKlY ApPlEs HOw
4971,"add the word apples after every word in the string then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",27611d6fc0b1786ae381943110fdba4e,apples!dog!apples!lazy!apples!a!apples!over!apples!jumps!apples!fox!apples!brown!apples!quick!apples!The,apples!0123456789abcdefABCDEF,"apples!laborum!apples!est!apples!id!apples!anim!apples!mollit!apples!deserunt!apples!officia!apples!qui!apples!culpa!apples!in!apples!sunt!apples!proident,!apples!non!apples!cupidatat!apples!occaecat!apples!sint!apples!Excepteur!apples!pariatur!apples!nulla!apples!fugiat!apples!eu!apples!dolore!apples!cillum!apples!esse!apples!velit!apples!voluptate!apples!in!apples!reprehenderit!apples!in!apples!dolor!apples!irure!apples!aute!apples!Duis!apples!consequat!apples!commodo!apples!ea!apples!ex!apples!aliquip!apples!ut!apples!nisi!apples!laboris!apples!ullamco!apples!exercitation!apples!nostrud!apples!quis!apples!veniam,!apples!minim!apples!ad!apples!enim!apples!Ut!apples!aliqua!apples!magna!apples!dolore!apples!et!apples!labore!apples!ut!apples!incididunt!apples!tempor!apples!eiusmod!apples!do!apples!sed!apples!elit,!apples!adipiscing!apples!consectetur!apples!amet,!apples!sit!apples!dolor!apples!ipsum!apples!Lorem","apples!""#$%&'()*+,-/:;<=>@[\]^_`{|}~",apples!vex!apples!zebras!apples!jumping!apples!daft!apples!quickly!apples!How
4972,"add the word apples after every word in the string then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",51fc2e3920f369957fc599345b3329b7,ppesdo apls az apls  apls ve apls ums ppesfo apls ron ppesquckaple Te,ppes0134679acdfACDF,"ppeslaorm ppeses apls d ppesanm ppesmoli apls esrut ppesofica ppesqu apls ula ppesinaple sntaple poien, ppesno apls updaataple ocaca apls in apls xcpturaple pritu apls ula ppesfuia apls u ppesdoor apls ilumaple eseaple vli apls olptteaple i apls epehndri apls n ppesdooraple iur apls ut apls ui apls oneqataple cmmdoaple e apls x ppesalqup ppesutaple nsiaple lboisaple ulacoaple eerittin ppesnotrd ppesqus ppesveia, ppesmiimaple a apls ni apls t ppesalqu apls aga ppesdoor apls t ppeslaor apls t ppesiniddut ppestepo apls iumo apls o ppesse apls li, ppesadpicig ppescoseteuraple aet apls itaple dlo apls psm ppesLoem","ppes""#%&()+,/:<=@[]^`{}~",ppesve apls ebasaple jmpngaple dftaple qiclyaple Hw
4973,"add the word apples after every word in the string then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",b9652a60b9f97d63ef790b7b745dd49b,apples dog apples lazy apples a apples over apples j,apples 0123456,"apples laborum apples est apples id apples anim apples mollit apples deserunt apples officia apples qui apples culpa apples in apples sunt apples proident, apples non apples cupidatat apples occaecat apples sint apples Excepteur apples pariatur apples nulla apples fugiat apples eu apples dolore apples cillum apples esse apples velit apples voluptate apples in apples reprehenderit apples in apples dolor apples irure apples aute apples Duis apples consequat ap","apples ""#$%&'()*+,",apples vex apples zebras apples jumpin
4974,"add the word apples after every word in the string then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",622539ad311dcc0940548808bbc5cdfc,ApPlEs dOg aPpLeS LaZy aPpLeS A ApPlEs oVeR ApPlEs jUmPs aPpLeS FoX ApPlEs bRoWn aPpLeS QuIcK ApPlEs THe,ApPlEs 0123456789aBcDeFABCDEF,"ApPlEs lAbOrUm aPpLeS EsT ApPlEs iD ApPlEs aNiM ApPlEs mOlLiT ApPlEs dEsErUnT ApPlEs oFfIcIa aPpLeS QuI ApPlEs cUlPa aPpLeS In aPpLeS SuNt aPpLeS PrOiDeNt, ApPlEs nOn aPpLeS CuPiDaTaT ApPlEs oCcAeCaT ApPlEs sInT ApPlEs EXcEpTeUr aPpLeS PaRiAtUr aPpLeS NuLlA ApPlEs fUgIaT ApPlEs eU ApPlEs dOlOrE ApPlEs cIlLuM ApPlEs eSsE ApPlEs vElIt aPpLeS VoLuPtAtE ApPlEs iN ApPlEs rEpReHeNdErIt aPpLeS In aPpLeS DoLoR ApPlEs iRuRe aPpLeS AuTe aPpLeS DuIs aPpLeS CoNsEqUaT ApPlEs cOmMoDo aPpLeS Ea aPpLeS Ex aPpLeS AlIqUiP ApPlEs uT ApPlEs nIsI ApPlEs lAbOrIs aPpLeS UlLaMcO ApPlEs eXeRcItAtIoN ApPlEs nOsTrUd aPpLeS QuIs aPpLeS VeNiAm, ApPlEs mInIm aPpLeS Ad aPpLeS EnIm aPpLeS Ut aPpLeS AlIqUa aPpLeS MaGnA ApPlEs dOlOrE ApPlEs eT ApPlEs lAbOrE ApPlEs uT ApPlEs iNcIdIdUnT ApPlEs tEmPoR ApPlEs eIuSmOd aPpLeS Do aPpLeS SeD ApPlEs eLiT, aPpLeS AdIpIsCiNg aPpLeS CoNsEcTeTuR ApPlEs aMeT, aPpLeS SiT ApPlEs dOlOr aPpLeS IpSuM ApPlEs LOrEm","ApPlEs ""#$%&'()*+,-/:;<=>@[\]^_`{|}~",ApPlEs vEx aPpLeS ZeBrAs aPpLeS JuMpInG ApPlEs dAfT ApPlEs qUiCkLy aPpLeS HoW
4975,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then remove the first and last two characters of the string",5813f0031aaf17c24614bc2030f022a9,ples!over!apples!a!apples!lazy!apples!dog!!appl,pl,"ples!consequat.!apples!Duis!apples!aute!apples!irure!apples!dolor!apples!in!apples!reprehenderit!apples!in!apples!voluptate!apples!velit!apples!esse!apples!cillum!apples!dolore!apples!eu!apples!fugiat!apples!nulla!apples!pariatur.!apples!Excepteur!apples!sint!apples!occaecat!apples!cupidatat!apples!non!apples!proident,!apples!sunt!apples!in!apples!culpa!apples!qui!apples!officia!apples!deserunt!apples!mollit!apples!anim!apples!id!apples!est!apples!laborum?!appl",pl,mping!apples!zebras!apples!vex!!appl
4976,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then removes all vowels from the string",8a558b4c62ad9df1cbd048a541c6ef00,ppls!vr!ppls!!ppls!lzy!ppls!dg!!ppls,ppls,"ppls!cnsqt.!ppls!Ds!ppls!t!ppls!rr!ppls!dlr!ppls!n!ppls!rprhndrt!ppls!n!ppls!vlptt!ppls!vlt!ppls!ss!ppls!cllm!ppls!dlr!ppls!!ppls!fgt!ppls!nll!ppls!prtr.!ppls!xcptr!ppls!snt!ppls!ccct!ppls!cpdtt!ppls!nn!ppls!prdnt,!ppls!snt!ppls!n!ppls!clp!ppls!q!ppls!ffc!ppls!dsrnt!ppls!mllt!ppls!nm!ppls!d!ppls!st!ppls!lbrm?!ppls",ppls,jmpng!ppls!zbrs!ppls!vx!!ppls
4977,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then remove every third character from the string",33aad0c9507a9cd9c1dc9a28ed304866,ppesovr!ppesa!ppeslay!ppesdo!!ppes,ppes,ppescoseua.!ppesDus!ppesaue!ppesirreaple!dlo!apls!n!ppesrereenert!ppesinaple!vlutae!ppesveitaple!eseaple!cllm!ppesdoor!apls!u!ppesfuia!apls!ula!ppespaiaur!apls!xcpturaple!sntaple!ocaca!apls!updaataple!nn!ppespridnt!apls!un!apls!n!ppescupaaple!qi!ppesofica!ppesdeerntaple!mllt!ppesanm!ppesidaple!et!ppeslaorm?aple,ppes,umin!apls!ebasaple!vx!aple
4978,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",3072ed24b7d65ae4321c8ee439b9ea15,apples!over!apples!a!appl,app,apples!consequat.!apples!Duis!apples!aute!apples!irure!apples!dolor!apples!in!apples!reprehenderit!apples!in!apples!voluptate!apples!velit!apples!esse!apples!cillum!apples!dolore!apples!eu!apples!fugiat!apples!nulla!apples!pariatur.!a,app,jumping!apples!zebra
4979,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then make every other character in the string uppercase",6fb267ea73643dc1f27c7060ffd96a22,ApPlEs!oVeR!ApPlEs!a!aPpLeS!LaZy!aPpLeS!DoG!!aPpLeS,ApPlEs,"ApPlEs!cOnSeQuAt.!ApPlEs!DUiS!ApPlEs!aUtE!ApPlEs!iRuRe!aPpLeS!DoLoR!ApPlEs!iN!ApPlEs!rEpReHeNdErIt!aPpLeS!In!aPpLeS!VoLuPtAtE!ApPlEs!vElIt!aPpLeS!EsSe!aPpLeS!CiLlUm!aPpLeS!DoLoRe!aPpLeS!Eu!aPpLeS!FuGiAt!aPpLeS!NuLlA!ApPlEs!pArIaTuR.!aPpLeS!ExCePtEuR!ApPlEs!sInT!ApPlEs!oCcAeCaT!ApPlEs!cUpIdAtAt!aPpLeS!NoN!ApPlEs!pRoIdEnT,!aPpLeS!SuNt!aPpLeS!In!aPpLeS!CuLpA!ApPlEs!qUi!aPpLeS!OfFiCiA!ApPlEs!dEsErUnT!ApPlEs!mOlLiT!ApPlEs!aNiM!ApPlEs!iD!ApPlEs!eSt!aPpLeS!LaBoRuM?!aPpLeS",ApPlEs,JuMpInG!ApPlEs!zEbRaS!ApPlEs!vEx!!ApPlEs
4980,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string",0107994d72a7100e176765da1775bef2,applesoverapplesaappleslazyapplesdogapples,apples,"applesconsequatapplesDuisapplesauteapplesirureapplesdolorapplesinapplesreprehenderitapplesinapplesvoluptateapplesvelitapplesesseapplescillumapplesdoloreappleseuapplesfugiatapplesnullaapplespariaturapplesExcepteurapplessintapplesoccaecatapplescupidatatapplesnonapplesproident,applessuntapplesinapplesculpaapplesquiapplesofficiaapplesdeseruntapplesmollitapplesanimapplesidapplesestappleslaborumapples",apples,jumpingappleszebrasapplesvexapples
4981,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then remove all instances of the letter e from the string",a17de9bd78cb7a24b64755c4c79ac34a,pls ovr appls a appls lazy appls dog! appl,pl,"pls consquat. appls Duis appls aut appls irur appls dolor appls in appls rprhndrit appls in appls voluptat appls vlit appls ss appls cillum appls dolor appls u appls fugiat appls nulla appls pariatur. appls Excptur appls sint appls occacat appls cupidatat appls non appls proidnt, appls sunt appls in appls culpa appls qui appls officia appls dsrunt appls mollit appls anim appls id appls st appls laborum? appl",pl,mping appls zbras appls vx! appl
4982,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then removes all vowels from the string",752c157e6469a701bf5f3c932f7533ca,pls vr ppls  ppls lzy ppls dg! ppl,pl,"pls cnsqt. ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr. ppls xcptr ppls snt ppls ccct ppls cpdtt ppls nn ppls prdnt, ppls snt ppls n ppls clp ppls q ppls ffc ppls dsrnt ppls mllt ppls nm ppls d ppls st ppls lbrm? ppl",pl,mpng ppls zbrs ppls vx! ppl
4983,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then remove every third character from the string",bdf9235b7767dfe4a151ddbc95b652d9,le oeraple aaple lzyaple dg!apl,l,"le cnsqut.aple Disaple ateaple iur apls olr ppesinaple rprhedeitaple i apls olptteaple vli apls ss apls ilumaple dloe ppeseuaple fgit ppesnulaaple pritu. ppesExepeu apls in apls ccect ppescuidta apls onaple poien, ppessut ppesinaple clp apls uiaple ofiiaaple dseun apls olitaple aimaple i apls staple lboum apl",l,pig ppeszera apls ex apl
4984,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",51f33f7f99967ee96712719b02083df9,ples over apples a appl,p,ples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. a,p,mping apples zebra
4985,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then replace spaces with triple spaces",14d756c566e7f7daf0cba869911d4637,ples   over   apples   a   apples   lazy   apples   dog!   appl,pl,"ples   consequat.   apples   Duis   apples   aute   apples   irure   apples   dolor   apples   in   apples   reprehenderit   apples   in   apples   voluptate   apples   velit   apples   esse   apples   cillum   apples   dolore   apples   eu   apples   fugiat   apples   nulla   apples   pariatur.   apples   Excepteur   apples   sint   apples   occaecat   apples   cupidatat   apples   non   apples   proident,   apples   sunt   apples   in   apples   culpa   apples   qui   apples   officia   apples   deserunt   apples   mollit   apples   anim   apples   id   apples   est   apples   laborum?   appl",pl,mping   apples   zebras   apples   vex!   appl
4986,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then reverse the order of words in the string",eaf59d0c0db73aa675133261838c469e,appl dog! apples lazy apples a apples over ples,pl,"appl laborum? apples est apples id apples anim apples mollit apples deserunt apples officia apples qui apples culpa apples in apples sunt apples proident, apples non apples cupidatat apples occaecat apples sint apples Excepteur apples pariatur. apples nulla apples fugiat apples eu apples dolore apples cillum apples esse apples velit apples voluptate apples in apples reprehenderit apples in apples dolor apples irure apples aute apples Duis apples consequat. ples",pl,appl vex! apples zebras apples mping
4987,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then make every other character in the string uppercase",5ef639cfe9a5d2830abddeaea69e33f7,PlEs oVeR ApPlEs a aPpLeS LaZy aPpLeS DoG! aPpL,Pl,"PlEs cOnSeQuAt. ApPlEs DUiS ApPlEs aUtE ApPlEs iRuRe aPpLeS DoLoR ApPlEs iN ApPlEs rEpReHeNdErIt aPpLeS In aPpLeS VoLuPtAtE ApPlEs vElIt aPpLeS EsSe aPpLeS CiLlUm aPpLeS DoLoRe aPpLeS Eu aPpLeS FuGiAt aPpLeS NuLlA ApPlEs pArIaTuR. aPpLeS ExCePtEuR ApPlEs sInT ApPlEs oCcAeCaT ApPlEs cUpIdAtAt aPpLeS NoN ApPlEs pRoIdEnT, aPpLeS SuNt aPpLeS In aPpLeS CuLpA ApPlEs qUi aPpLeS OfFiCiA ApPlEs dEsErUnT ApPlEs mOlLiT ApPlEs aNiM ApPlEs iD ApPlEs eSt aPpLeS LaBoRuM? aPpL",Pl,MpInG ApPlEs zEbRaS ApPlEs vEx! ApPl
4988,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",f13e6d7fdb65352f46c321013c1e0478,ples over apples a apples lazy apples dog appl,pl,"ples consequat apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum appl",pl,mping apples zebras apples vex appl
4989,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then remove the first and last two characters of the string",08f02dcf87cbe6393f4512601c5d5e33,ls vr ppls  ppls lzy ppls dg! pp,,"ls cnsqt. ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr. ppls xcptr ppls snt ppls ccct ppls cpdtt ppls nn ppls prdnt, ppls snt ppls n ppls clp ppls q ppls ffc ppls dsrnt ppls mllt ppls nm ppls d ppls st ppls lbrm? pp",,png ppls zbrs ppls vx! pp
4990,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then remove every third character from the string",d8b5168f7f3ef6b5f1e75f454dd87731,pl v pls plslz plsdg pls,pl,pl csq. pl D plst pl r plsdl plsn pl rrhdr plsn pl vpt plsvl plssspps ll plsdl pls plsfg plsnl plsprr.pps cpr pl st pl cctpps pdt pl n plsprnt plssn plsn pl cp pl qpps fcpps srt pl mltpps m pl dpps t pl lrm pls,pl,mpg pl zrspps x!pps
4991,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then drop the last half of the string, as computed by characters",957b672e6b6b91480f23e91edb8ed2d1,ppls vr ppls  ppls,pp,ppls cnsqt. ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr. ppl,pp,jmpng ppls zbr
4992,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then replace spaces with triple spaces",fcc09afa26f937e6b904ef08e48f9c48,ppls   vr   ppls      ppls   lzy   ppls   dg!   ppls,ppls,"ppls   cnsqt.   ppls   Ds   ppls   t   ppls   rr   ppls   dlr   ppls   n   ppls   rprhndrt   ppls   n   ppls   vlptt   ppls   vlt   ppls   ss   ppls   cllm   ppls   dlr   ppls      ppls   fgt   ppls   nll   ppls   prtr.   ppls   xcptr   ppls   snt   ppls   ccct   ppls   cpdtt   ppls   nn   ppls   prdnt,   ppls   snt   ppls   n   ppls   clp   ppls   q   ppls   ffc   ppls   dsrnt   ppls   mllt   ppls   nm   ppls   d   ppls   st   ppls   lbrm?   ppls",ppls,jmpng   ppls   zbrs   ppls   vx!   ppls
4993,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then reverse the order of words in the string",d07917f5bee88a750be733b2234f8198,ppls dg! ppls lzy ppls ppls vr ppls,ppls,"ppls lbrm? ppls st ppls d ppls nm ppls mllt ppls dsrnt ppls ffc ppls q ppls clp ppls n ppls snt ppls prdnt, ppls nn ppls cpdtt ppls ccct ppls snt ppls xcptr ppls prtr. ppls nll ppls fgt ppls ppls dlr ppls cllm ppls ss ppls vlt ppls vlptt ppls n ppls rprhndrt ppls n ppls dlr ppls rr ppls t ppls Ds ppls cnsqt. ppls",ppls,ppls vx! ppls zbrs ppls jmpng
4994,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then make every other character in the string uppercase",e496dbb3a0dfc04c8b55c218b064d1f7,PpLs vR PpLs  PpLs lZy pPlS Dg! PpLs,PpLs,"PpLs cNsQt. PpLs DS PpLs t pPlS Rr pPlS DlR PpLs n pPlS RpRhNdRt pPlS N PpLs vLpTt pPlS VlT PpLs sS PpLs cLlM PpLs dLr pPlS  pPlS FgT PpLs nLl pPlS PrTr. PpLs xCpTr pPlS SnT PpLs cCcT PpLs cPdTt pPlS Nn pPlS PrDnT, pPlS SnT PpLs n pPlS ClP PpLs q pPlS FfC PpLs dSrNt pPlS MlLt pPlS Nm pPlS D PpLs sT PpLs lBrM? pPlS",PpLs,JmPnG PpLs zBrS PpLs vX! pPlS
4995,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then removes all vowels from the string then delete all excamation points, question marks, and periods from the string",377fd9c2ceee7c69c59db5eb85b2ad11,ppls vr ppls  ppls lzy ppls dg ppls,ppls,"ppls cnsqt ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr ppls xcptr ppls snt ppls ccct ppls cpdtt ppls nn ppls prdnt, ppls snt ppls n ppls clp ppls q ppls ffc ppls dsrnt ppls mllt ppls nm ppls d ppls st ppls lbrm ppls",ppls,jmpng ppls zbrs ppls vx ppls
4996,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then remove all instances of the letter e from the string",46b5c81a649b31cf05873f10e78efa88,ppsovr ppsa ppslay ppsdo! pps,pps,ppscosua. ppsDus ppsau ppsirrapl dlo apls n ppsrrnrt ppsinapl vluta ppsvitapl sapl cllm ppsdoor apls u ppsfuia apls ula ppspaiaur apls xcpturapl sntapl ocaca apls updaatapl nn ppspridnt apls un apls n ppscupaapl qi ppsofica ppsdrntapl mllt ppsanm ppsidapl t ppslaorm?apl,pps,umin apls basapl vx!apl
4997,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then remove the first and last two characters of the string",bb306876e97dd8946ab9f88c08aabeb5,esovr ppesa ppeslay ppesdo! pp,,escoseua. ppesDus ppesaue ppesirreaple dlo apls n ppesrereenert ppesinaple vlutae ppesveitaple eseaple cllm ppesdoor apls u ppesfuia apls ula ppespaiaur apls xcpturaple sntaple ocaca apls updaataple nn ppespridnt apls un apls n ppescupaaple qi ppesofica ppesdeerntaple mllt ppesanm ppesidaple et ppeslaorm?ap,,in apls ebasaple vx!ap
4998,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then removes all vowels from the string",264cad31e237cbe9f18b91e1d4e32c88,ppsvr pps ppsly ppsd! pps,pps,ppscs. ppsDs pps ppsrrpl dl pls n ppsrrnrt ppsnpl vlt ppsvtpl spl cllm ppsdr pls  ppsf pls l ppspr pls xcptrpl sntpl cc pls pdtpl nn ppsprdnt pls n pls n ppscppl q ppsfc ppsdrntpl mllt ppsnm ppsdpl t ppslrm?pl,pps,mn pls bspl vx!pl
4999,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then drop the last half of the string, as computed by characters",433c8ff561a6d7af4f84a2d4412bbffd,ppesovr ppesa ppe,pp,ppescoseua. ppesDus ppesaue ppesirreaple dlo apls n ppesrereenert ppesinaple vlutae ppesveitaple eseaple cllm ppesdoor apls u ppesfuia apls ula ppespaiaur a,pp,umin apls eba
5000,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then replace spaces with triple spaces",867b98219fd272e660867be03ebe70fb,ppesovr   ppesa   ppeslay   ppesdo!   ppes,ppes,ppescoseua.   ppesDus   ppesaue   ppesirreaple   dlo   apls   n   ppesrereenert   ppesinaple   vlutae   ppesveitaple   eseaple   cllm   ppesdoor   apls   u   ppesfuia   apls   ula   ppespaiaur   apls   xcpturaple   sntaple   ocaca   apls   updaataple   nn   ppespridnt   apls   un   apls   n   ppescupaaple   qi   ppesofica   ppesdeerntaple   mllt   ppesanm   ppesidaple   et   ppeslaorm?aple,ppes,umin   apls   ebasaple   vx!aple
5001,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then reverse the order of words in the string",bf44c8a25b86d2cbe8a7d2ebc117c09d,ppes ppesdo! ppeslay ppesa ppesovr,ppes,ppeslaorm?aple et ppesidaple ppesanm mllt ppesdeerntaple ppesofica qi ppescupaaple n apls un apls ppespridnt nn updaataple apls ocaca sntaple xcpturaple apls ppespaiaur ula apls ppesfuia u apls ppesdoor cllm eseaple ppesveitaple vlutae ppesinaple ppesrereenert n apls dlo ppesirreaple ppesaue ppesDus ppescoseua.,ppes,vx!aple ebasaple apls umin
5002,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then make every other character in the string uppercase",faaf5fc2b1042c80a47cbb0bd26bb968,PpEsOvR PpEsA PpEsLaY PpEsDo! PpEs,PpEs,PpEsCoSeUa. PpEsDuS PpEsAuE PpEsIrReApLe dLo aPlS N PpEsReReEnErT PpEsInApLe vLuTaE PpEsVeItApLe eSeApLe cLlM PpEsDoOr aPlS U PpEsFuIa aPlS UlA PpEsPaIaUr aPlS XcPtUrApLe sNtApLe oCaCa aPlS UpDaAtApLe nN PpEsPrIdNt aPlS Un aPlS N PpEsCuPaApLe qI PpEsOfIcA PpEsDeErNtApLe mLlT PpEsAnM PpEsIdApLe eT PpEsLaOrM?ApLe,PpEs,UmIn aPlS EbAsApLe vX!ApLe
5003,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then remove every third character from the string then delete all excamation points, question marks, and periods from the string",aa442dbe2731b7f21fad00e276023ad3,ppesovr ppesa ppeslay ppesdo ppes,ppes,ppescoseua ppesDus ppesaue ppesirreaple dlo apls n ppesrereenert ppesinaple vlutae ppesveitaple eseaple cllm ppesdoor apls u ppesfuia apls ula ppespaiaur apls xcpturaple sntaple ocaca apls updaataple nn ppespridnt apls un apls n ppescupaaple qi ppesofica ppesdeerntaple mllt ppesanm ppesidaple et ppeslaormaple,ppes,umin apls ebasaple vxaple
5004,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters then remove all instances of the letter e from the string",e05ac4eedab314330158181d82c1c29d,appls ovr appls a appl,app,appls consquat. appls Duis appls aut appls irur appls dolor appls in appls rprhndrit appls in appls voluptat appls vlit appls ss appls cillum appls dolor appls u appls fugiat appls nulla appls pariatur. a,app,jumping appls zbra
5005,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters then remove the first and last two characters of the string",802bf254ccac36e40c0a2b05e5bb18d6,ples over apples a ap,,ples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur.,,mping apples zeb
5006,"add the word apples after every word in the string then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters then removes all vowels from the string",a3ea82ac65dff190239a7b1e5e5f9156,ppls vr ppls  ppl,pp,ppls cnsqt. ppls Ds ppls t ppls rr ppls dlr ppls n ppls rprhndrt ppls n ppls vlptt ppls vlt ppls ss ppls cllm ppls dlr ppls  ppls fgt ppls nll ppls prtr. ,pp,jmpng ppls zbr
