id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
802,make every other character in the string uppercase then removes all vowels from the string then reverse the order of words in the string,5b76ab991b1f0ecc3bc3ba2d5a0c1e12,DG! lzY vr JMpS FX BrwN QcK Th,0123456789bCdfBCDF,"lbrm? St d NM MLlt dsrnT Ffc q clP n snT pRdnT, nn cpdtt cCct snT XcpTr prTR. nlL FGt DLR clLM sS VLT VLPtt N rpRHNdrt n DLR rr t Ds cnSQt. cmMD X LQp t ns lbrs LlmC xrCTTn NStRD qS vnM, mnm d NM t lq. MGn dlr t lbr t NcddnT TMpr sMD d sd LT, dpsCNg CNscTTR mt, ST DLR pSM LRM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,VX! zbRS jmPNg DFt QcKlY HW
803,"make every other character in the string uppercase then removes all vowels from the string then drop the first half of the string, as computed by number of words",8b6a4beecef0caa154c05654bc837a17,JMpS vr lzY DG!,0123456789bCdfBCDF,"cmMD cnSQt. Ds t rr DLR n rpRHNdrt N VLPtt VLT sS clLM DLR FGt nlL prTR. XcpTr snT cCct cpdtt nn pRdnT, snT n clP q Ffc dsrnT MLlt NM d St lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jmPNg zbRS VX!
804,make every other character in the string uppercase then removes all vowels from the string then add the word apples after every word in the string,daeebf8cccdd83e80f245ae01f533cb3,Th apples QcK apples BrwN apples FX apples JMpS apples vr apples lzY apples DG! apples,0123456789bCdfBCDF apples,"LRM apples pSM apples DLR apples ST apples mt, apples CNscTTR apples dpsCNg apples LT, apples sd apples d apples sMD apples TMpr apples NcddnT apples t apples lbr apples t apples dlr apples MGn apples lq. apples t apples NM apples d apples mnm apples vnM, apples qS apples NStRD apples xrCTTn apples LlmC apples lbrs apples ns apples t apples LQp apples X apples cmMD apples cnSQt. apples Ds apples t apples rr apples DLR apples n apples rpRHNdrt apples N apples VLPtt apples VLT apples sS apples clLM apples DLR apples FGt apples nlL apples prTR. apples XcpTr apples snT apples cCct apples cpdtt apples nn apples pRdnT, apples snT apples n apples clP apples q apples Ffc apples dsrnT apples MLlt apples NM apples d apples St apples lbrm? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,HW apples QcKlY apples DFt apples jmPNg apples zbRS apples VX! apples
805,"make every other character in the string uppercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string",1aab132ece5e4498d883a12f0117c5a7,Th QcK BrwN FX JMpS vr  lzY DG,0123456789bCdfBCDF,"LRM pSM DLR ST mt, CNscTTR dpsCNg LT, sd d sMD TMpr NcddnT t lbr t dlr MGn lq t NM d mnm vnM, qS NStRD xrCTTn LlmC lbrs ns t LQp X  cmMD cnSQt Ds t rr DLR n rpRHNdrt N VLPtt VLT sS clLM DLR  FGt nlL prTR XcpTr snT cCct cpdtt nn pRdnT, snT n clP q Ffc dsrnT MLlt NM d St lbrm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~"," 	
",HW QcKlY DFt jmPNg zbRS VX
806,make every other character in the string uppercase then remove every third character from the string then remove all instances of the letter e from the string,5fcbdc2051e3e13399bda96e6471239a,hEQucKBrwNFo JMp OEra Az DG!,124578AbdEABDE,"oRM pSM oLR iTAmt,CosETuRAdpICig Li, EddOEisMD MOriNIddUT t AbrEEtdOOr MGn AIqa.UtNM d Inm EnaM qiSNotRD xECiaTOnuLAmo AbrI nsIUtaLQup X a OmoD cnSQut.Dus Ut IUr DLo I rpRHdEItiNVouPAt VLi EScILu DLo U uGAtnULapAIauR EcETr In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdS lbOUm","""#%&()+,./;<>?[\^_{|~","	
",oWQucKY aF jmPNgzERa VX!
807,make every other character in the string uppercase then remove every third character from the string then remove the first and last two characters of the string,715a77a5d17cc35c4f137a0dea0f6a01,QucKBrwNFo JMp OEra Az D,4578AbdEAB,"M pSM oLR iTAmt,CosETeuRAdpICig Li, EddOEisMD eMOriNIddUT t AbrEEtdOOr MGn AIqa.UteNM d Inm EnaM qiSNotRD xECiaTOnuLAmo AbrI nsIUtaLQup X a OmoD cnSQut.Dus Ut IUr DLo I rpRHedEItiNVouPAt VLi ESecILu DLoe U uGAtnULapAIauR EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbO","%&()+,./;<>?[\^_{",,QucKY aF jmPNgzERa V
808,make every other character in the string uppercase then remove every third character from the string then removes all vowels from the string,82b7af71ef2d45c60cba790705a8edec,hQcKBrwNF JMp r z DG!,124578bdBD,"RM pSM LR Tmt,CsTRdpCg L, ddsMD MrNddT t brtdr MGn q.tNM d nm nM qSNtRD xCTnLm br nstLQp X  mD cnSQt.Ds t r DL  rpRHdtNVPt VL ScL DL  GtnLpR cTr n Cc cptt npRdnT snTncPq fdrnTMl MdS lbm","""#%&()+,./;<>?[\^_{|~","	
",WQcKY F jmPNgzR VX!
809,make every other character in the string uppercase then remove every third character from the string then replace spaces with triple spaces,ffae49a8cd42dcead2145c4b1cd6d3e3,hEQucKBrwNFo   JMp   OEra   Az   DG!,124578AbdEABDE,"oRM   pSM   oLR   iTAmt,CosETeuRAdpICig   Li,   EddOEisMD   eMOriNIddUT   t   AbrEEtdOOr   MGn   AIqa.UteNM   d   Inm   EnaM   qiSNotRD   xECiaTOnuLAmo   AbrI   nsIUtaLQup   X   a   OmoD   cnSQut.Dus   Ut   IUr   DLo   I   rpRHedEItiNVouPAt   VLi   ESecILu   DLoe   U   uGAtnULapAIauR   EcETer   In   OCacA   cpIAtt   OnpRIdnT   snTIncUPaqU   ofIIadEErnTMolI   aiMIdeS   lbOUm","""#%&()+,./;<>?[\^_{|~","	
",oWQucKY   aF   jmPNgzERa   VX!
810,make every other character in the string uppercase then remove every third character from the string then reverse the order of words in the string,df6fb790675b1bd71e7a98627950064a,DG! Az OEra JMp hEQucKBrwNFo,124578AbdEABDE,"lbOUm aiMIdeS ofIIadEErnTMolI snTIncUPaqU OnpRIdnT cpIAtt OCacA In EcETer uGAtnULapAIauR U DLoe ESecILu VLi rpRHedEItiNVouPAt I DLo IUr Ut cnSQut.Dus OmoD a X nsIUtaLQup AbrI xECiaTOnuLAmo qiSNotRD EnaM Inm d AIqa.UteNM MGn AbrEEtdOOr t eMOriNIddUT EddOEisMD Li, iTAmt,CosETeuRAdpICig oLR pSM oRM","""#%&()+,./;<>?[\^_{|~",,VX! jmPNgzERa aF oWQucKY
811,"make every other character in the string uppercase then remove every third character from the string then drop the first half of the string, as computed by number of words",2225d57f0e201a18f8ff57ff323ede9e,OEra Az DG!,124578AbdEABDE,OmoD cnSQut.Dus Ut IUr DLo I rpRHedEItiNVouPAt VLi ESecILu DLoe U uGAtnULapAIauR EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbOUm,"""#%&()+,./;<>?[\^_{|~",,jmPNgzERa VX!
812,make every other character in the string uppercase then remove every third character from the string then add the word apples after every word in the string,9fdde6565664c913e6e50d0792f32ead,hEQucKBrwNFo apples JMp apples OEra apples Az apples DG! apples,124578AbdEABDE apples,"oRM apples pSM apples oLR apples iTAmt,CosETeuRAdpICig apples Li, apples EddOEisMD apples eMOriNIddUT apples t apples AbrEEtdOOr apples MGn apples AIqa.UteNM apples d apples Inm apples EnaM apples qiSNotRD apples xECiaTOnuLAmo apples AbrI apples nsIUtaLQup apples X apples a apples OmoD apples cnSQut.Dus apples Ut apples IUr apples DLo apples I apples rpRHedEItiNVouPAt apples VLi apples ESecILu apples DLoe apples U apples uGAtnULapAIauR apples EcETer apples In apples OCacA apples cpIAtt apples OnpRIdnT apples snTIncUPaqU apples ofIIadEErnTMolI apples aiMIdeS apples lbOUm apples","""#%&()+,./;<>?[\^_{|~ apples",,oWQucKY apples aF apples jmPNgzERa apples VX! apples
813,"make every other character in the string uppercase then remove every third character from the string then delete all excamation points, question marks, and periods from the string",4029b1456e4d67c2aae1c9115b6ce029,hEQucKBrwNFo JMp OEra Az DG,124578AbdEABDE,"oRM pSM oLR iTAmt,CosETeuRAdpICig Li, EddOEisMD eMOriNIddUT t AbrEEtdOOr MGn AIqaUteNM d Inm EnaM qiSNotRD xECiaTOnuLAmo AbrI nsIUtaLQup X a OmoD cnSQutDus Ut IUr DLo I rpRHedEItiNVouPAt VLi ESecILu DLoe U uGAtnULapAIauR EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbOUm","""#%&()+,/;<>[\^_{|~","	
",oWQucKY aF jmPNgzERa VX
814,make every other character in the string uppercase then reverse the order of words in the string then replace all spaces with exclamation points in the string,794072de4c893600ae90090b9a308eb8,DoG!!lAzY!a!OvEr!JuMpS!FoX!BrOwN!QuIcK!ThE,0123456789AbCdEfABCDEF,"lAbOrUm?!eSt!Id!aNiM!MoLlIt!dEsErUnT!oFfIcIa!qUi!cUlPa!In!sUnT!pRoIdEnT,!nOn!cUpIdAtAt!OcCaEcAt!sInT!EXcEpTeUr!pArIaTuR.!nUlLa!FuGiAt!eU!DoLoRe!cIlLuM!EsSe!VeLiT!VoLuPtAtE!iN!rEpReHeNdErIt!In!DoLoR!IrUrE!aUtE!DuIs!cOnSeQuAt.!cOmMoDo!Ea!eX!aLiQuIp!Ut!nIsI!lAbOrIs!uLlAmCo!ExErCiTaTiOn!NoStRuD!qUiS!vEnIaM,!mInIm!Ad!eNiM!Ut!AlIqUa.!MaGnA!dOlOrE!Et!lAbOrE!Ut!iNcIdIdUnT!TeMpOr!EiUsMoD!dO!sEd!eLiT,!AdIpIsCiNg!CoNsEcTeTuR!AmEt,!SiT!DoLoR!IpSuM!LoReM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,VeX!!zEbRaS!jUmPiNg!DaFt!QuIcKlY!HoW
815,make every other character in the string uppercase then reverse the order of words in the string then remove the first and last two characters of the string,0f1605816439d5653948be507f7318a8,G! lAzY a OvEr JuMpS FoX BrOwN QuIcK T,23456789AbCdEfABCD,"bOrUm? eSt Id aNiM MoLlIt dEsErUnT oFfIcIa qUi cUlPa In sUnT pRoIdEnT, nOn cUpIdAtAt OcCaEcAt sInT EXcEpTeUr pArIaTuR. nUlLa FuGiAt eU DoLoRe cIlLuM EsSe VeLiT VoLuPtAtE iN rEpReHeNdErIt In DoLoR IrUrE aUtE DuIs cOnSeQuAt. cOmMoDo Ea eX aLiQuIp Ut nIsI lAbOrIs uLlAmCo ExErCiTaTiOn NoStRuD qUiS vEnIaM, mInIm Ad eNiM Ut AlIqUa. MaGnA dOlOrE Et lAbOrE Ut iNcIdIdUnT TeMpOr EiUsMoD dO sEd eLiT, AdIpIsCiNg CoNsEcTeTuR AmEt, SiT DoLoR IpSuM LoR","#$%&'()*+,-./:;<=>?@[\]^_`{|",,X! zEbRaS jUmPiNg DaFt QuIcKlY H
816,make every other character in the string uppercase then reverse the order of words in the string then removes all vowels from the string,5c9c5eaa7e7ee64639e8cd1f325adf34,DG! lzY  vr JMpS FX BrwN QcK Th,0123456789bCdfBCDF,"lbrm? St d NM MLlt dsrnT Ffc q clP n snT pRdnT, nn cpdtt cCct snT XcpTr prTR. nlL FGt  DLR clLM sS VLT VLPtt N rpRHNdrt n DLR rr t Ds cnSQt. cmMD  X LQp t ns lbrs LlmC xrCTTn NStRD qS vnM, mnm d NM t lq. MGn dlr t lbr t NcddnT TMpr sMD d sd LT, dpsCNg CNscTTR mt, ST DLR pSM LRM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,VX! zbRS jmPNg DFt QcKlY HW
817,make every other character in the string uppercase then reverse the order of words in the string then remove every third character from the string,472e230c9135ea878a1a97c1ac7f2111,oG lzYa vE JMp FX rON uIK hE,124578AbdEABDE,"AbrU? StIdaNM oLItdEErnToFIca UicUPaInsUT RodET,nO cpIAtt cCEct In EcETer AraTR.nULaFuiA e DLoe IluMEse eLT oLPttEiNrEReeNErt n oLR rUE Ut DIscOSeuA. OmoD E e aiQIpUtnII AbrI ulACoExrCTaiO NStuDqUS EnaM mnI A eiMUtAlqU. aGA OlrEEtlAOr U icIIdnTTepO EUsoDdOsE eiT AIpsCNgCosETeuRAmt,Si DLo ISu LRe","""#%&()+,./;<>?[\^_{|~",,eX zbRS UmiN DFtQucKY oW
818,"make every other character in the string uppercase then reverse the order of words in the string then drop the last half of the string, as computed by characters",76daa1d542e0fe5fc78733d502527829,DoG! lAzY a OvEr JuMp,0123456789A,"lAbOrUm? eSt Id aNiM MoLlIt dEsErUnT oFfIcIa qUi cUlPa In sUnT pRoIdEnT, nOn cUpIdAtAt OcCaEcAt sInT EXcEpTeUr pArIaTuR. nUlLa FuGiAt eU DoLoRe cIlLuM EsSe VeLiT VoLuPtAtE iN rEpReHeNdErIt In DoLoR IrUrE aUtE DuIs cOnSeQuA","!""#$%&'()*+,-./:",,VeX! zEbRaS jUmPiN
819,make every other character in the string uppercase then reverse the order of words in the string then replace spaces with triple spaces,8f918dff5c0345d328f9d356f237f1ef,DoG!   lAzY   a   OvEr   JuMpS   FoX   BrOwN   QuIcK   ThE,0123456789AbCdEfABCDEF,"lAbOrUm?   eSt   Id   aNiM   MoLlIt   dEsErUnT   oFfIcIa   qUi   cUlPa   In   sUnT   pRoIdEnT,   nOn   cUpIdAtAt   OcCaEcAt   sInT   EXcEpTeUr   pArIaTuR.   nUlLa   FuGiAt   eU   DoLoRe   cIlLuM   EsSe   VeLiT   VoLuPtAtE   iN   rEpReHeNdErIt   In   DoLoR   IrUrE   aUtE   DuIs   cOnSeQuAt.   cOmMoDo   Ea   eX   aLiQuIp   Ut   nIsI   lAbOrIs   uLlAmCo   ExErCiTaTiOn   NoStRuD   qUiS   vEnIaM,   mInIm   Ad   eNiM   Ut   AlIqUa.   MaGnA   dOlOrE   Et   lAbOrE   Ut   iNcIdIdUnT   TeMpOr   EiUsMoD   dO   sEd   eLiT,   AdIpIsCiNg   CoNsEcTeTuR   AmEt,   SiT   DoLoR   IpSuM   LoReM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,VeX!   zEbRaS   jUmPiNg   DaFt   QuIcKlY   HoW
820,"make every other character in the string uppercase then reverse the order of words in the string then drop the first half of the string, as computed by number of words",5334cfa8e11f07edd0f2efd1d81ec0dd,JuMpS FoX BrOwN QuIcK ThE,0123456789AbCdEfABCDEF,"cOmMoDo Ea eX aLiQuIp Ut nIsI lAbOrIs uLlAmCo ExErCiTaTiOn NoStRuD qUiS vEnIaM, mInIm Ad eNiM Ut AlIqUa. MaGnA dOlOrE Et lAbOrE Ut iNcIdIdUnT TeMpOr EiUsMoD dO sEd eLiT, AdIpIsCiNg CoNsEcTeTuR AmEt, SiT DoLoR IpSuM LoReM","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,DaFt QuIcKlY HoW
821,make every other character in the string uppercase then reverse the order of words in the string then add the word apples after every word in the string,bfc0f0da54357f19babf6106293d8d19,DoG! apples lAzY apples a apples OvEr apples JuMpS apples FoX apples BrOwN apples QuIcK apples ThE apples,0123456789AbCdEfABCDEF apples,"lAbOrUm? apples eSt apples Id apples aNiM apples MoLlIt apples dEsErUnT apples oFfIcIa apples qUi apples cUlPa apples In apples sUnT apples pRoIdEnT, apples nOn apples cUpIdAtAt apples OcCaEcAt apples sInT apples EXcEpTeUr apples pArIaTuR. apples nUlLa apples FuGiAt apples eU apples DoLoRe apples cIlLuM apples EsSe apples VeLiT apples VoLuPtAtE apples iN apples rEpReHeNdErIt apples In apples DoLoR apples IrUrE apples aUtE apples DuIs apples cOnSeQuAt. apples cOmMoDo apples Ea apples eX apples aLiQuIp apples Ut apples nIsI apples lAbOrIs apples uLlAmCo apples ExErCiTaTiOn apples NoStRuD apples qUiS apples vEnIaM, apples mInIm apples Ad apples eNiM apples Ut apples AlIqUa. apples MaGnA apples dOlOrE apples Et apples lAbOrE apples Ut apples iNcIdIdUnT apples TeMpOr apples EiUsMoD apples dO apples sEd apples eLiT, apples AdIpIsCiNg apples CoNsEcTeTuR apples AmEt, apples SiT apples DoLoR apples IpSuM apples LoReM apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,VeX! apples zEbRaS apples jUmPiNg apples DaFt apples QuIcKlY apples HoW apples
822,"make every other character in the string uppercase then reverse the order of words in the string then delete all excamation points, question marks, and periods from the string",8e57acab4fd06ed727b544ca6a88159c,DoG lAzY a OvEr JuMpS FoX BrOwN QuIcK ThE,0123456789AbCdEfABCDEF,"lAbOrUm eSt Id aNiM MoLlIt dEsErUnT oFfIcIa qUi cUlPa In sUnT pRoIdEnT, nOn cUpIdAtAt OcCaEcAt sInT EXcEpTeUr pArIaTuR nUlLa FuGiAt eU DoLoRe cIlLuM EsSe VeLiT VoLuPtAtE iN rEpReHeNdErIt In DoLoR IrUrE aUtE DuIs cOnSeQuAt cOmMoDo Ea eX aLiQuIp Ut nIsI lAbOrIs uLlAmCo ExErCiTaTiOn NoStRuD qUiS vEnIaM, mInIm Ad eNiM Ut AlIqUa MaGnA dOlOrE Et lAbOrE Ut iNcIdIdUnT TeMpOr EiUsMoD dO sEd eLiT, AdIpIsCiNg CoNsEcTeTuR AmEt, SiT DoLoR IpSuM LoReM","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",,VeX zEbRaS jUmPiNg DaFt QuIcKlY HoW
823,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then replace all spaces with exclamation points in the string",b4454621956d41ea5ff9627e570ee2f2,JuMpS!OvEr!a!lAzY!DoG!,0123456789AbCdEfABCDEF,"cOmMoDo!cOnSeQuAt.!DuIs!aUtE!IrUrE!DoLoR!In!rEpReHeNdErIt!iN!VoLuPtAtE!VeLiT!EsSe!cIlLuM!DoLoRe!eU!FuGiAt!nUlLa!pArIaTuR.!EXcEpTeUr!sInT!OcCaEcAt!cUpIdAtAt!nOn!pRoIdEnT,!sUnT!In!cUlPa!qUi!oFfIcIa!dEsErUnT!MoLlIt!aNiM!Id!eSt!lAbOrUm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jUmPiNg!zEbRaS!VeX!
824,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then remove the first and last two characters of the string",66ecddd1e49b656971fcb4989253daa9,MpS OvEr a lAzY Do,23456789AbCdEfABCD,"mMoDo cOnSeQuAt. DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR. EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrU","#$%&'()*+,-./:;<=>?@[\]^_`{|",,mPiNg zEbRaS Ve
825,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then removes all vowels from the string",29b8a463db2f82e0e2f901cb8b29478b,JMpS vr  lzY DG!,0123456789bCdfBCDF,"cmMD cnSQt. Ds t rr DLR n rpRHNdrt N VLPtt VLT sS clLM DLR  FGt nlL prTR. XcpTr snT cCct cpdtt nn pRdnT, snT n clP q Ffc dsrnT MLlt NM d St lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jmPNg zbRS VX!
826,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then remove every third character from the string",1a26bbb56dacb826539f4f618ca2d420,uMS vE alAY oG,124578AbdEABDE,OmoD cnSQut.Dus Ut IUr DLo I rpRHedEItiNVouPAt VLi ESecILu DLoe U uGAtnULapAIauR EcETer In OCacA cpIAtt OnpRIdnT snTIncUPaqU ofIIadEErnTMolI aiMIdeS lbOUm,"""#%&()+,./;<>?[\^_{|~",,UmiN zbRS eX
827,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then drop the last half of the string, as computed by characters",0e4a214150927a0a5ee71c95d4336275,JuMpS OvEr ,0123456789A,cOmMoDo cOnSeQuAt. DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArI,"!""#$%&'()*+,-./:",,jUmPiNg z
828,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then replace spaces with triple spaces",03ff51bb4f86579559133ea4c060333e,JuMpS   OvEr   a   lAzY   DoG!,0123456789AbCdEfABCDEF,"cOmMoDo   cOnSeQuAt.   DuIs   aUtE   IrUrE   DoLoR   In   rEpReHeNdErIt   iN   VoLuPtAtE   VeLiT   EsSe   cIlLuM   DoLoRe   eU   FuGiAt   nUlLa   pArIaTuR.   EXcEpTeUr   sInT   OcCaEcAt   cUpIdAtAt   nOn   pRoIdEnT,   sUnT   In   cUlPa   qUi   oFfIcIa   dEsErUnT   MoLlIt   aNiM   Id   eSt   lAbOrUm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,jUmPiNg   zEbRaS   VeX!
829,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then reverse the order of words in the string",ee9ffe468c9db39670410c8a7c51490e,DoG! lAzY a OvEr JuMpS,0123456789AbCdEfABCDEF,"lAbOrUm? eSt Id aNiM MoLlIt dEsErUnT oFfIcIa qUi cUlPa In sUnT pRoIdEnT, nOn cUpIdAtAt OcCaEcAt sInT EXcEpTeUr pArIaTuR. nUlLa FuGiAt eU DoLoRe cIlLuM EsSe VeLiT VoLuPtAtE iN rEpReHeNdErIt In DoLoR IrUrE aUtE DuIs cOnSeQuAt. cOmMoDo","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",,VeX! zEbRaS jUmPiNg
830,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then add the word apples after every word in the string",0f79977534a8d1209794f658f35bdb9e,JuMpS apples OvEr apples a apples lAzY apples DoG! apples,0123456789AbCdEfABCDEF apples,"cOmMoDo apples cOnSeQuAt. apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR. apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrUm? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",,jUmPiNg apples zEbRaS apples VeX! apples
831,"make every other character in the string uppercase then drop the first half of the string, as computed by number of words then delete all excamation points, question marks, and periods from the string",60d3e1d585123f5c0a3f2269af486106,JuMpS OvEr a lAzY DoG,0123456789AbCdEfABCDEF,"cOmMoDo cOnSeQuAt DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrUm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",,jUmPiNg zEbRaS VeX
832,make every other character in the string uppercase then add the word apples after every word in the string then remove all instances of the letter e from the string,8ad2364138711a6340b11d8cd3243ed0,ThE appls QuIcK appls BrOwN appls FoX appls JuMpS appls OvEr appls a appls lAzY appls DoG! appls,0123456789AbCdEfABCDEF appls,"LoRM appls IpSuM appls DoLoR appls SiT appls AmEt, appls CoNsEcTTuR appls AdIpIsCiNg appls LiT, appls sEd appls dO appls EiUsMoD appls TMpOr appls iNcIdIdUnT appls Ut appls lAbOrE appls Et appls dOlOrE appls MaGnA appls AlIqUa. appls Ut appls NiM appls Ad appls mInIm appls vEnIaM, appls qUiS appls NoStRuD appls ExErCiTaTiOn appls uLlAmCo appls lAbOrIs appls nIsI appls Ut appls aLiQuIp appls X appls Ea appls cOmMoDo appls cOnSQuAt. appls DuIs appls aUtE appls IrUrE appls DoLoR appls In appls rEpRHNdErIt appls iN appls VoLuPtAtE appls VLiT appls EsS appls cIlLuM appls DoLoR appls U appls FuGiAt appls nUlLa appls pArIaTuR. appls EXcEpTUr appls sInT appls OcCaEcAt appls cUpIdAtAt appls nOn appls pRoIdEnT, appls sUnT appls In appls cUlPa appls qUi appls oFfIcIa appls dEsErUnT appls MoLlIt appls aNiM appls Id appls St appls lAbOrUm? appls","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appls",,HoW appls QuIcKlY appls DaFt appls jUmPiNg appls zEbRaS appls VX! appls
833,make every other character in the string uppercase then add the word apples after every word in the string then replace all spaces with exclamation points in the string,668b2a080df0e38d8730402ac07067fd,ThE!apples!QuIcK!apples!BrOwN!apples!FoX!apples!JuMpS!apples!OvEr!apples!a!apples!lAzY!apples!DoG!!apples,0123456789AbCdEfABCDEF!apples,"LoReM!apples!IpSuM!apples!DoLoR!apples!SiT!apples!AmEt,!apples!CoNsEcTeTuR!apples!AdIpIsCiNg!apples!eLiT,!apples!sEd!apples!dO!apples!EiUsMoD!apples!TeMpOr!apples!iNcIdIdUnT!apples!Ut!apples!lAbOrE!apples!Et!apples!dOlOrE!apples!MaGnA!apples!AlIqUa.!apples!Ut!apples!eNiM!apples!Ad!apples!mInIm!apples!vEnIaM,!apples!qUiS!apples!NoStRuD!apples!ExErCiTaTiOn!apples!uLlAmCo!apples!lAbOrIs!apples!nIsI!apples!Ut!apples!aLiQuIp!apples!eX!apples!Ea!apples!cOmMoDo!apples!cOnSeQuAt.!apples!DuIs!apples!aUtE!apples!IrUrE!apples!DoLoR!apples!In!apples!rEpReHeNdErIt!apples!iN!apples!VoLuPtAtE!apples!VeLiT!apples!EsSe!apples!cIlLuM!apples!DoLoRe!apples!eU!apples!FuGiAt!apples!nUlLa!apples!pArIaTuR.!apples!EXcEpTeUr!apples!sInT!apples!OcCaEcAt!apples!cUpIdAtAt!apples!nOn!apples!pRoIdEnT,!apples!sUnT!apples!In!apples!cUlPa!apples!qUi!apples!oFfIcIa!apples!dEsErUnT!apples!MoLlIt!apples!aNiM!apples!Id!apples!eSt!apples!lAbOrUm?!apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~!apples",,HoW!apples!QuIcKlY!apples!DaFt!apples!jUmPiNg!apples!zEbRaS!apples!VeX!!apples
834,make every other character in the string uppercase then add the word apples after every word in the string then remove the first and last two characters of the string,2b4d9a9d3d1d4143d6a5db5113fd0896,E apples QuIcK apples BrOwN apples FoX apples JuMpS apples OvEr apples a apples lAzY apples DoG! appl,23456789AbCdEfABCDEF appl,"ReM apples IpSuM apples DoLoR apples SiT apples AmEt, apples CoNsEcTeTuR apples AdIpIsCiNg apples eLiT, apples sEd apples dO apples EiUsMoD apples TeMpOr apples iNcIdIdUnT apples Ut apples lAbOrE apples Et apples dOlOrE apples MaGnA apples AlIqUa. apples Ut apples eNiM apples Ad apples mInIm apples vEnIaM, apples qUiS apples NoStRuD apples ExErCiTaTiOn apples uLlAmCo apples lAbOrIs apples nIsI apples Ut apples aLiQuIp apples eX apples Ea apples cOmMoDo apples cOnSeQuAt. apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR. apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrUm? appl","#$%&'()*+,-./:;<=>?@[\]^_`{|}~ appl",,W apples QuIcKlY apples DaFt apples jUmPiNg apples zEbRaS apples VeX! appl
